timestamp,geohash,demand_vol,active_drivers,surge_multiplier
2024-01-01 00:00:00,dw2b,52.483570765056164,28.643010539025557,1.8323343034611637
2024-01-01 01:00:00,dw2b,54.48505939619449,31.9771915249179,1.7038725665991512
2024-01-01 02:00:00,dw2b,63.23844269050346,33.80523787790971,1.8706699511742557
2024-01-01 03:00:00,dw2b,71.75728490577107,37.291903905757714,1.9242054545435008
2024-01-01 04:00:00,dw2b,66.14974120207208,41.054611100768206,1.6112621561487475
2024-01-01 05:00:00,dw2b,68.14783174103546,38.11717394860827,1.7878511096577157
2024-01-01 06:00:00,dw2b,77.89606407753696,42.00164099553683,1.8545957308147636
2024-01-01 07:00:00,dw2b,73.1556901715459,38.09591411819691,1.9203027900727634
2024-01-01 08:00:00,dw2b,64.97313614601401,36.96499961285062,1.7576934079941546
2024-01-01 09:00:00,dw2b,66.85493584166078,38.7082570485519,1.7271492167111633
2024-01-01 10:00:00,dw2b,57.68291153593769,36.84387275601523,1.565603917859591
2024-01-01 11:00:00,dw2b,52.847732134199134,34.29101032455052,1.5411541285607149
2024-01-01 12:00:00,dw2b,51.20981135783017,27.368405183563716,1.8711288076290458
2024-01-01 13:00:00,dw2b,35.25721787466059,26.47990759283069,1.3314705782510479
2024-01-01 14:00:00,dw2b,31.375410837434842,26.645977184006647,1.1774914697542742
2024-01-01 15:00:00,dw2b,33.04642673006419,23.012015869262317,1.4360509273855087
2024-01-01 16:00:00,dw2b,27.615336322639116,19.19236026976069,1.4388712974583742
2024-01-01 17:00:00,dw2b,32.252720137195006,21.257377615360202,1.5172483041318212
2024-01-01 18:00:00,dw2b,25.459879622393945,18.57038548201706,1.3709935987623112
2024-01-01 19:00:00,dw2b,23.619964967542174,23.92979143389374,1.0
2024-01-01 20:00:00,dw2b,40.007735768919,24.42942888699213,1.6376860856629278
2024-01-01 21:00:00,dw2b,34.72898287383637,24.13712704084566,1.4388200722922333
2024-01-01 22:00:00,dw2b,40.33764102343961,27.722013409539542,1.4550761673594332
2024-01-01 23:00:00,dw2b,37.699878166882286,27.541392249221545,1.3688443135240511
2024-01-02 00:00:00,dw2b,47.27808637737409,31.530874988750032,1.4994219600389314
2024-01-02 01:00:00,dw2b,55.730993850599745,35.543631041629354,1.567960059717213
2024-01-02 02:00:00,dw2b,54.24503211288849,35.490997363588626,1.5284166730276292
2024-01-02 03:00:00,dw2b,66.02062571545932,36.56069346883691,1.805781549842129
2024-01-02 04:00:00,dw2b,64.31731462609474,35.251010121490154,1.8245523860005597
2024-01-02 05:00:00,dw2b,67.86004777681498,39.492991211447695,1.7182807808476313
2024-01-02 06:00:00,dw2b,66.99146693885301,41.646846369124624,1.6085603780198328
2024-01-02 07:00:00,dw2b,78.57990744832605,41.55052511802594,1.8911892743862242
2024-01-02 08:00:00,dw2b,67.2530219519991,39.66898416928121,1.6953552847485913
2024-01-02 09:00:00,dw2b,58.85358097895145,35.98846962194099,1.635345475848474
2024-01-02 10:00:00,dw2b,64.11272456051594,31.04635686210482,2.065064343790106
2024-01-02 11:00:00,dw2b,49.07216265219531,31.597760255015743,1.5530266150559113
2024-01-02 12:00:00,dw2b,51.04431797502378,29.391310257892098,1.7367146114664098
2024-01-02 13:00:00,dw2b,35.0252684785507,26.78595161459476,1.30759843751329
2024-01-02 14:00:00,dw2b,33.35906975550785,26.237112713955852,1.2714459140072887
2024-01-02 15:00:00,dw2b,36.84217055561467,26.900285010164207,1.36958290745596
2024-01-02 16:00:00,dw2b,36.37182482428829,21.586804365837803,1.6849101056314069
2024-01-02 17:00:00,dw2b,31.538324880168485,19.907278158796395,1.5842610239628716
2024-01-02 18:00:00,dw2b,29.421758588058797,19.481556373991815,1.5102365551931625
2024-01-02 19:00:00,dw2b,29.175964996272185,20.589511270924742,1.4170304779148746
2024-01-02 20:00:00,dw2b,25.28688197247409,19.683158441458815,1.2846963584468285
2024-01-02 21:00:00,dw2b,32.258643334295506,23.169329305626636,1.3922994018847816
2024-01-02 22:00:00,dw2b,37.69680614520105,25.901624672663598,1.4553838464421118
2024-01-02 23:00:00,dw2b,50.109230229044144,27.83118167612376,1.800470810480628
2024-01-03 00:00:00,dw2b,51.718091447842305,30.915083868009564,1.672908010492553
2024-01-03 01:00:00,dw2b,46.36118012523674,33.45568566972228,1.3857489152342815
2024-01-03 02:00:00,dw2b,61.620419846973974,31.45620663550711,1.9589272336931474
2024-01-03 03:00:00,dw2b,62.21672422164937,38.34480812865628,1.6225592787659004
2024-01-03 04:00:00,dw2b,63.93589807415897,37.31822434651947,1.7132620641453973
2024-01-03 05:00:00,dw2b,72.3768979699857,37.467579936882764,1.9317206526792117
2024-01-03 06:00:00,dw2b,75.15499761247976,37.79109634429001,1.9886958803150783
2024-01-03 07:00:00,dw2b,73.97491712136235,40.526341483835736,1.8253539404949213
2024-01-03 08:00:00,dw2b,63.12442045957559,38.215104183394686,1.6518186148764853
2024-01-03 09:00:00,dw2b,62.59607374447488,33.70713024389465,1.8570573434032658
2024-01-03 10:00:00,dw2b,61.65631715701782,35.95607563038457,1.7147677013148603
2024-01-03 11:00:00,dw2b,60.054106537662214,29.708974189427558,2.0214129964485106
2024-01-03 12:00:00,dw2b,47.60412881077355,30.27964271703642,1.572149620642312
2024-01-03 13:00:00,dw2b,43.8953242146305,27.8888074003209,1.5739405269127937
2024-01-03 14:00:00,dw2b,34.46832512996987,26.771154163390094,1.2875173374895341
2024-01-03 15:00:00,dw2b,29.876831255865703,26.49230176106823,1.1277552069775685
2024-01-03 16:00:00,dw2b,36.74212103628223,18.610393310354535,1.9742796631729154
2024-01-03 17:00:00,dw2b,37.46268361707275,20.23579402498322,1.8513078147969442
2024-01-03 18:00:00,dw2b,29.63994939209833,19.447329409911564,1.5241141221679504
2024-01-03 19:00:00,dw2b,35.699147963678755,21.20824110903124,1.6832677344693503
2024-01-03 20:00:00,dw2b,34.4876720495494,21.77108350402285,1.584104532196424
2024-01-03 21:00:00,dw2b,32.632265603243425,22.223839702661284,1.4683450762712145
2024-01-03 22:00:00,dw2b,41.806978027542065,24.118195622778284,1.7334206373240342
2024-01-03 23:00:00,dw2b,52.51380193027941,25.17890783860669,2.0856266787616686
2024-01-04 00:00:00,dw2b,49.82086980445024,31.97572316481302,1.5580842236986376
2024-01-04 01:00:00,dw2b,62.999599181120445,33.50659881422426,1.880214686379203
